geometry,typeofcrop
POINT (77.93055476000004 26.913593615000003),Mustard
POINT (83.86623416700002 26.6149980265),Mustard
POINT (77.93054514999999 26.913568594999994),Mustard
POINT (83.94046526800004 26.658272125499998),Mustard
POINT (83.96235877699999 26.661952890000002),Mustard
POINT (80.21067699499997 26.362967129999994),Mustard
POINT (83.89309807650001 26.617885090999994),Mustard
POINT (80.16154081000002 26.273360320000005),Mustard
POINT (79.82265640499998 26.35614917999999),Mustard
POINT (84.14414803600002 26.80949091450001),Mustard
POINT (84.12667596099998 26.81247289800001),Mustard
POINT (84.189063067 26.733511134000004),Mustard
POINT (84.19782073399998 26.728154644999996),Mustard
POINT (84.13932092900001 26.797521074000002),Mustard
POINT (84.12439390200002 26.800433913999996),Mustard
POINT (83.988273954 26.684223981000002),Muturd
POINT (79.55631739499998 26.424530819999994),Mustard
POINT (84.09920380499999 26.782801348499998),Mustard
POINT (83.9756819285 26.731637886000005),Mustard
POINT (84.110974859 26.792217083999997),Mustard
POINT (84.07159613000002 26.760440928999998),Mustard
POINT (83.9756820545 26.731638085999997),Mustard
POINT (84.192578083 26.706737947999994),Mustard
POINT (79.54315433000002 26.560878420000005),Mustard
POINT (83.99949049400003 26.754462108499997),Mustard
POINT (84.186281467 26.711263994000007),Mustard
POINT (83.992533773 26.7648319895),Mustard
POINT (84.16170574199998 26.713897316000004),Mustard
POINT (83.975572175 26.789270953999996),Mustard
POINT (79.492375985 26.57434288),Mustard
POINT (79.43103105 26.576866489999997),Mustard
POINT (84.13812198 26.644061923),Mustard
POINT (84.13016174199997 26.642792059000005),Mustard
POINT (84.12798696250002 26.656728010999995),Mustard
POINT (84.13568809600001 26.635301968),Mustard
POINT (84.133548921 26.6528800385),Mustard
POINT (84.14547506250001 26.644058924999996),Mustard
POINT (84.19117308949998 26.686092829499994),Mustard
POINT (84.19781355899998 26.69794989),Mustard
POINT (83.8909218915 26.930430678500006),Mustard
POINT (83.82650368499998 27.068018064),Mustard
POINT (83.891947053 26.999952508),Mustard
POINT (83.92006400000001 26.981803903000003),Musterd
POINT (80.05348525499997 26.22241506000001),Mustard
POINT (83.96546350500003 26.774028985),Mustard
POINT (83.962661848 26.973606905999997),Mustrad
POINT (83.95771822500001 26.988803253999993),Mustured
POINT (83.91490963449999 26.772609152),Mustard
POINT (83.94476698349999 26.979033979500002),Musterd
POINT (83.92366174350003 26.778804992500007),Mustard
POINT (80.59096457 26.794088124999995),Mustard
POINT (80.50257988 26.799667420000002),Mustard
POINT (80.42266994499997 26.819431520000002),Mustard
POINT (77.88226183333333 26.909034500000008),Mustured
POINT (77.88200791666667 26.90932916666667),Mustured
POINT (80.27247408000001 26.872845719999997),Mustard
POINT (77.88306041666665 26.907770666666675),Mustured
POINT (77.883384 26.907017249999996),Mustured
POINT (80.28374317 26.811596805000004),Mustard
POINT (77.88427416666667 26.906570916666663),Mustured
POINT (80.336476525 26.753443635000004),Mustard
POINT (77.8840465833333 26.907531250000005),Mustured
POINT (77.88494250000002 26.907136583333322),Mustured
POINT (77.8828455 26.908868083333324),Mustured
POINT (80.42835852 26.676189624999996),Mustard
POINT (80.454251275 26.605143219999995),Mustard
POINT (83.9760691025 27.03802510349999),Mustard
POINT (83.97461399900001 27.04463313),Mustard
POINT (81.24530683499997 25.547720305000013),Mustard
POINT (81.11813416500003 27.285761405),Mustard
POINT (81.20308892 25.561437090000002),Mustard
POINT (81.15579856000001 27.331380290000006),Mustard
POINT (81.17827470499999 25.581026724999997),Mustard
POINT (81.18618254 27.37389588),Mustard
POINT (81.13095477 25.630460445),Mustard
POINT (81.212385535 27.421605899999996),Mustard
POINT (83.8812407025 26.652823026999993),Mustard
POINT (81.09701422500002 25.658246109999993),Mustard
POINT (83.87359692700002 26.655411608500003),Mustard
POINT (81.23789264000001 27.46882538499999),Mustard
POINT (81.22130666000001 27.537994934999993),Mustard
POINT (81.075387365 25.729880355),Mustard
POINT (81.21248332500002 27.560608180000003),Mustard
POINT (80.998119155 25.84458864),Mustard
POINT (81.041692515 25.848657405),Mustard
POINT (81.11600203499998 25.870703469999995),Mustard
POINT (81.20472667000003 25.829231729999993),Mustard
POINT (81.28856169499997 25.776363300000007),Mustard
POINT (81.18141488500001 25.74237928999999),Mustard
POINT (80.92432939 25.880897394999998),Mustard
POINT (83.54811393000003 26.844756664999995),Mustard
POINT (83.566582165 26.877093140000007),Mustard
POINT (83.57354124500002 26.88685781),Mustard
POINT (83.606783975 26.946621795),Mustard
POINT (83.62041924 26.96200296),Mustard
POINT (80.726093975 25.883157344999994),Mustard
POINT (83.631071785 26.961092195),Mustard
POINT (83.63985303499999 26.958343235),Mustard
POINT (80.67832071999999 25.854785944999996),Mustard
POINT (83.724595375 26.939512125),Mustard
POINT (83.72767613499998 26.94303894),Mustard
POINT (83.83257588000001 26.934705144999988),Mustard
POINT (80.60261781000004 25.903390350000002),Mustard
POINT (83.89194445000001 26.907515415),Mustard
POINT (83.903861245 26.909517215000005),Mustard
POINT (80.59063568500001 25.981217535000003),Mustard
POINT (84.01164415000001 26.855997815000002),Mustard
POINT (80.63245902499997 26.01711093),Mustard
POINT (80.65241946 26.01297272),Mustard
POINT (83.908950995 26.723270735),Mustard
POINT (83.90629054499999 26.707331639999996),Mustard
POINT (83.90608302999999 26.703918249999997),Mustard
POINT (83.90509963000001 26.685766705000002),Mustard
POINT (83.90914147500001 26.663752525),Mustard
POINT (83.91459145500001 26.662407720000004),Mustarf
POINT (83.93817561999998 26.656848975000003),Mustard
POINT (83.94107988500002 26.654238154999994),Mustard
POINT (83.93276710000002 26.644118290000005),Mustard
POINT (83.93279274000001 26.64414395),Mustard
POINT (83.87641820500001 26.649245940000004),Mustard
POINT (83.87453198499996 26.644594405),Mustard
POINT (83.88601378500003 26.63599162500001),Mustard
POINT (83.88939269 26.635085384999996),Mustard
POINT (78.26014029625726 27.020948752815723),Mustard
POINT (83.85427986999997 26.545681140000006),Mustard
POINT (83.82742058 26.47219465),Mustard
POINT (83.827978945 26.4691269),Mustard
POINT (83.86096144499999 26.452943155000003),Mustard
POINT (83.87520143500001 26.423091354999997),Mustard
POINT (83.86473469499998 26.417073269999996),Mustard
POINT (83.85680709500001 26.364081649999996),Mustard
POINT (83.85759275000001 26.363168124999998),Mustard
POINT (83.86400912499998 26.356548415),Mustard
POINT (83.87498834499995 26.353907005000007),Mustard
POINT (83.90358340000002 26.36680793),Mustard
POINT (83.96168974999999 26.373374254999998),Mustard
POINT (83.96832049499999 26.372446845000002),Mustard
POINT (83.97808462999998 26.35079454),Mustard
POINT (84.01419153999998 26.341288580000008),Mustard
POINT (80.73199252500001 27.837917870000002),Mustard
POINT (80.710049565 27.83758205),Mustard
POINT (83.893455685 27.033214750000003),Mustard
POINT (80.64766777 27.872284135),Mustard
POINT (80.60845011 27.868526529999997),Mustard
POINT (81.769345045 25.825574404999998),Mustard
POINT (83.90911117499999 27.009726040000004),Mustard
POINT (81.72617146499996 25.904859854999994),Mustard
POINT (80.50016117499996 27.923380105000007),Mystard
POINT (80.47862445 27.951541250000002),Mustard
POINT (83.91832718000002 27.00698738500001),Mustard
POINT (80.38455045 27.945350270000006),Mustard
POINT (80.30957572499999 27.952099919999995),Mustard
POINT (80.25604061 27.877923199999998),Mustard
POINT (82.03261884499999 25.942545765),Mustard
POINT (80.34684646000001 27.729846995000003),Mustard
POINT (83.91083483000001 27.007133495000005),Mustard
POINT (82.14938397500002 25.867996005),Mustard
POINT (82.11276281000004 25.825304565),Mustard
POINT (83.92251610499999 26.991969324999996),Mustard
POINT (78.20440072000001 27.073858030000004),Mustard
POINT (78.20410478000001 27.07419442000001),Mustard
POINT (78.20347068 27.073619550000007),Mustard
POINT (83.89169552499996 26.759123149999986),Mustard
POINT (83.89690937 26.758003789999997),Mustard
POINT (83.89218178 26.756371074999997),Mustard
POINT (83.97522368 27.029615789999998),Musterd
POINT (83.95904398 27.029501070000002),Musterd
POINT (83.95901248999999 27.029504994999996),Musterd
POINT (78.21541926000002 27.085855279999997),Mustard
POINT (78.21546251999999 27.085918349999996),Mustard
POINT (78.21684819000001 27.084840440000004),Mustard
POINT (83.94005379499998 26.706859975000004),Mustard
POINT (83.92569643499999 27.060321509999994),Musterd
POINT (83.94793748499997 26.70691329999999),Mustard
POINT (83.95375079 26.706517595),Mustard
POINT (83.961272995 26.71104431),Mustard
POINT (83.949192105 26.716224405),Mustard
POINT (83.903460745 27.025722935000005),Musterd
POINT (83.90342258500002 27.025107425000005),Musterd
POINT (83.95454845 26.700854984999996),Mustard
POINT (78.261038365 27.033729909999998),Mustard
POINT (78.26032000500001 27.033968905000002),Mustard
POINT (78.26011308999999 27.03362175999999),Mustard
POINT (78.260778695 27.0333636),Mustard
POINT (83.906224495 26.776151509999995),Mustard
POINT (83.839119065 27.066246295000003),Mustard
POINT (81.69234542999997 25.239935080000002),Mustard
POINT (83.83789137 27.072221305000006),Mustard
POINT (83.90755300000001 27.029506044999998),Musterd
POINT (78.42927623499999 26.858973465),Masturd
POINT (78.429902115 26.85867253),Masturd
POINT (78.42979648999999 26.858446970000006),Masturd
POINT (83.83774947000002 27.07536695),Masted
POINT (83.90845866999996 27.032241905),Musterd
POINT (83.90843883999996 27.032272629999994),Musterd
POINT (78.08950802999999 27.883792925),Musterd
POINT (83.906911465 27.032554479999998),Musterd
POINT (83.867198045 26.999657659999997),Mustard
POINT (83.86716280499996 26.999558049999983),Mustard
POINT (83.88213556000001 26.989634154999997),Mustard
POINT (83.90380415 27.038362785000004),Musterd
POINT (83.87351701000001 26.992427834999994),Mustard
POINT (83.90725842000002 27.038269935),Mustard
POINT (83.927854075 26.691429554999992),Mustard
POINT (83.860084145 26.988699324999992),Mustard
POINT (83.90525499999997 26.97866169499999),Musterd
POINT (83.902848475 26.979156745),Mistred
POINT (83.902076925 26.979428179999996),Mistred
POINT (83.87857203000002 26.992899335000004),Musterd
POINT (80.27485482000004 26.483864929999992),Mustrad
POINT (83.89585416499999 27.01595190999999),Musterd
POINT (83.88863446999999 27.024597484999997),Musterd
POINT (83.88766749000004 27.02556259),Musterd
POINT (83.88753734499998 27.029884714999998),Mustard
POINT (83.874552425 27.020038820000003),Musterd
POINT (84.22197793500001 26.800498915),Mustard
POINT (84.23058727000002 26.754261115000002),Mustard
POINT (84.195052935 26.736085405),Mustard
POINT (84.18535447500003 26.715467304999994),Mustard
POINT (83.87921985 26.988307195000004),Musterd
POINT (84.19869247000003 26.690128335000004),Mustard
POINT (84.19838430500002 26.686863504999998),Mustard
POINT (83.87933190499999 26.988851735000004),Musterd
POINT (83.88025191 26.98911161),Musterd
POINT (83.88015832500001 26.988901390000002),Musterd
POINT (84.20844053 26.692068060000004),Mustard
POINT (83.85968936500002 26.99646896500001),Musterd
POINT (84.22723196499997 26.671108185),Mustard
POINT (84.23308657499999 26.676395685000006),Mustard
POINT (83.85265142 27.000082119999995),Musterd
POINT (83.85265848500002 27.000096539999987),Musterd
POINT (83.85989168999998 26.984203329999996),Mustard
POINT (83.865181865 26.984054835000006),Musterd
POINT (84.06945168499999 26.75744001),Mustard
POINT (83.85743324500001 26.98039486500001),mustred
POINT (83.8565682 26.978561739999996),Musterd
POINT (83.85614367 26.97751810500001),Mustard
POINT (84.12529992500001 26.826732945000003),Mustard
POINT (83.85563 26.976004999999994),Musterd
POINT (84.11876883000001 26.84477225),Mustard
POINT (83.85562098000003 26.976034615000003),Musterd
POINT (83.85924333999996 26.970709925),Mustard
POINT (83.8603856 26.971219940000005),Mustard
POINT (84.09306795499998 26.777946500000002),Mustard
POINT (84.06044871 26.834495144999998),Mustard
POINT (81.515018965 25.34406628),Mustard
POINT (83.965040505 26.774481585),Mustard
POINT (83.96440770000001 26.784620029999996),Mustard
POINT (83.970006015 26.727321444999994),Mustard
POINT (83.86384777999999 26.948394155),Mustard
POINT (83.94798241500001 26.697274345),Mustard
POINT (83.864595095 26.948876730000006),Mustrad
POINT (83.86281672499999 26.948498804999996),Mustrad
POINT (83.852173285 26.95687484500001),Mustard
POINT (83.961676375 26.677199660000007),Mustard
POINT (83.85301122000001 26.956201929999985),Mustrad
POINT (83.85305641999999 26.956310005),Mustrad
POINT (83.85297331500001 26.956083314999994),Mustrad
POINT (83.856458275 26.954451695),Musterd
POINT (83.90028171000002 26.780994850000003),Mustard
POINT (83.85795215000002 26.955364480000004),Mustrad
POINT (83.85795163499998 26.955300450000003),Mustrad
POINT (83.85795669999999 26.955305000000003),Mustrad
POINT (83.85798350499999 26.955305699999997),Mustrad
POINT (83.89365304000002 26.755068520000002),Mustard
POINT (83.85961067999997 26.954001310000002),Mustard
POINT (83.86261956000001 26.953386915),Mustrda
POINT (83.86494495499997 26.949789534999997),Mustrad
POINT (83.86609204499999 26.94923607500001),Mustrad
POINT (83.830461165 27.06928358),Mustard
POINT (83.81124059500002 27.06249095500001),Mustard
POINT (83.85723853000002 27.049638460000004),Mustard
POINT (83.894000265 27.042083415),Mustard
POINT (83.91174261499998 27.037632394999996),Mustard
POINT (83.74457902449998 26.749363908),Mustard
POINT (83.58838805650001 26.476271922999995),Mustard
POINT (83.60179984099999 26.423355977999996),Mustard
POINT (83.951887505 27.04033612),Mustard
POINT (83.7445788135 26.749363922500002),Mustard
POINT (83.95300964 27.036504895),Mustard
POINT (83.59391307499997 26.489632994499992),Mustard
POINT (83.61699342300003 26.413940045999993),Mustard
POINT (83.736841523 26.754676099),Mustard
POINT (83.95360193500001 27.033420780000007),Mustard
POINT (83.74333556999997 26.758396886999996),Mustard
POINT (83.610777082 26.398105678999997),Mustard
POINT (83.59391295999998 26.489633053),Mustard
POINT (83.95968566500002 27.031665389999993),Mustard
POINT (83.71267804549998 26.740861918999997),mustered
POINT (83.75431191950001 26.769844873000004),Mustard
POINT (83.62633417000002 26.39980716849999),Mustard
POINT (83.57617100899998 26.502988044999988),Mustard
POINT (83.70819786200002 26.744131953000004),mustered
POINT (83.7451940315 26.776101811),Mustard
POINT (83.62684409899998 26.392357221999998),Mustard
POINT (83.57210007999997 26.512010872),Mustard
POINT (83.72942519799999 26.784749179),Mustard
POINT (83.56706607550002 26.518000043500006),Mustard
POINT (83.63797262599996 26.384331046),Mustard
POINT (83.87971767000002 26.99325502000001),Mustard
POINT (83.88783751999998 26.919750975),Mustard
POINT (83.657484934 26.393273939),Mustard
POINT (83.65748513100002 26.393273771000008),Mustard
POINT (83.72778220449997 26.792576797999992),Mustard
POINT (83.58400608100004 26.50987595699999),Mustard
POINT (83.66094018999999 26.418225108),Mustard
POINT (83.58400608899998 26.521144117999995),Mustard
POINT (83.74051600599998 26.7928910195),Mustard
POINT (83.7131028175 26.765274935499995),mustered
POINT (83.74051628200002 26.792890960999994),Mustard
POINT (83.64163923249998 26.4204328465),Mustard
POINT (83.5943278605 26.526903646),Mustard
POINT (83.7193089715 26.771272068500007),mustered
POINT (83.60180040600002 26.423356066999997),Mustard
POINT (83.60787269100003 26.522834304999993),Mustard
POINT (83.74054534400001 26.802525085000006),Mustard
POINT (83.71428889200001 26.780045030999997),mustered
POINT (83.92083536999999 27.000701735),Mustard
POINT (83.922820515 26.992310625),Mustard
POINT (83.92406453500003 26.995959004999992),Mustard
POINT (83.92509188 26.977285960000007),Mustard
POINT (83.94619491999998 26.982645080000005),Mustard
POINT (83.7024541035 26.920961233999993),Mustard
POINT (83.70245405199998 26.920961212),Mustard
POINT (83.94396470000001 26.969100514999997),Mustard
POINT (83.69688796 26.918545674),Mustard
POINT (83.77833378600002 26.367805741000005),Mustard
POINT (83.611823014 26.511834718999996),Mustard
POINT (83.88386489499997 27.01239400999999),Mustrad
POINT (83.68606287249999 26.904253211999997),Mustard
POINT (83.91671761999999 26.938372190000003),Mustard
POINT (83.88388648999998 27.012373644999997),Mustrad
POINT (83.76795312399999 26.36220694299999),Mustard
POINT (83.62424685300002 26.51335491000001),Mustard
POINT (83.69312106800001 26.89677197549999),Mustard
POINT (83.91766927500001 26.942237264999996),Mustard
POINT (83.883054165 27.011143415),Mustrad
POINT (83.7679529355 26.362207104),Mustard
POINT (83.59984896499998 26.450273972999998),Mustard
POINT (83.69744767700001 26.905291744000003),Mustard
POINT (83.88280455999998 27.010617019999994),Mustrad
POINT (83.88291734499997 27.011185905),Mustrad
POINT (83.76043562099998 26.365509850000002),Mustard
POINT (83.705539248 26.913239981000004),Mustard
POINT (83.59296097299999 26.456123177999995),Mustard
POINT (83.88188863 27.011190515),Mustrad
POINT (83.88158391 27.010622474999998),Mustrad
POINT (83.5850412525 26.462601047000003),Mustard
POINT (83.87781426999997 27.012178485),Mustrad
POINT (83.76794494 26.347669678499994),Mustard
POINT (83.77443497399999 26.336357173999993),Mustard
POINT (83.7168289245 26.883505126),Mustard
POINT (83.57387234449999 26.471709943500002),Mustard
POINT (83.74424507299999 26.8928278735),Mustard
POINT (83.57373502099999 26.482932148999993),Mustard
POINT (83.781520171 26.35214802700001),Mustard
POINT (83.57706374050001 26.45501992100001),Mustard
POINT (83.78152021599996 26.352147999),Mustard
POINT (83.87207452 27.020893484999995),Mustrad
POINT (83.589360675 26.451834807999994),Mustard
POINT (83.87212136 27.020874725),Mustard
POINT (83.86781145500002 27.018000929999992),Mustard
POINT (83.86781137 27.018001509999998),Mustrad
POINT (83.86722010000001 27.01603856),Musterd
POINT (83.86835700500002 27.011319135000008),Mustrad
POINT (83.87162808500003 27.006749925),Mustrad
POINT (83.87237038500001 27.007052435000002),Musterd
POINT (83.663214055 26.589753242999997),Mustard
POINT (83.77657966000001 26.367435293000007),Mustard
POINT (83.72018108500001 26.935877826000002),Mustard
POINT (83.66634584500002 26.58368696),Mustard
POINT (83.64940540500001 26.438058192),Mustard
POINT (83.6615971495 26.579796873499994),Mustard
POINT (83.71850309000004 26.946346197000004),Mustard
POINT (83.7342678275 26.967518115500003),Mustard
POINT (83.73426793750002 26.967518025000004),Mustard
POINT (83.72446304800002 26.971498001999997),Mustard
POINT (83.68049884800001 26.57925397200001),Mustard
POINT (83.6825089095 26.961620805000006),Mustard
POINT (83.67881781799998 26.5866560925),Mustard
POINT (83.68250911 26.96162087799999),Mustard
POINT (83.670961997 26.9568070445),Mustard
POINT (83.96201299499998 26.22182199850001),Mustard
POINT (83.6852629525 26.600259169999994),Mustard
POINT (83.9620129005 26.221821990999995),Mustard
POINT (83.6953337935 26.949030024999992),Mustard
POINT (83.89672192499998 27.029133320000007),Mustrad
POINT (83.69533399400001 26.93792285499999),Mustard
POINT (83.896729835 27.029119135000002),Mutrad
POINT (83.98915980000001 26.223622901999995),Mustard
POINT (83.89580671999997 27.029423705000006),Mustrad
POINT (83.66019572049998 26.942292880000007),Mustard
POINT (83.99673429399999 26.216545083000007),Mustard
POINT (83.66944163800001 26.604151174),Mustard
POINT (83.66875496549999 26.597602279),Mustard
POINT (83.9900699445 26.208264224999994),Mustard
POINT (83.99496628899999 26.177887586999997),Mustard
POINT (83.89578545499998 27.029437180000002),Mustrad
POINT (83.644958076 26.585066535000003),Mustard
POINT (83.887538665 27.037715955000003),Mustrad
POINT (83.887041315 27.038364465),Mustrad
POINT (83.88686836000002 27.038200199999995),Mustead
POINT (83.88981815550002 26.192387671500008),Mustard
POINT (83.887308265 27.037144835000003),Mustard
POINT (83.88526488900001 26.19684093699999),Mustard
POINT (83.88731329999999 27.03710999999999),Mustard
POINT (83.88730682 27.03709421),Mustrad
POINT (83.87048370499998 26.191448170500006),Mustard
POINT (83.88683747000003 27.032672395),Mustrad
POINT (83.8712539185 26.183158939500004),Mustard
POINT (83.88685839500002 27.03274009499999),Mustard
POINT (83.89797610500003 26.190441392999997),Mustard
POINT (83.88760255 27.0325717),Mustrad
POINT (83.88753996499996 27.032286835),Mustrad
POINT (83.887643695 27.032092299999995),Mustrad
POINT (83.88776237499998 27.032043575),Mustad
POINT (83.88776325 27.032044684999995),Mustard
POINT (83.87016109999999 27.028252565000003),Mustrad
POINT (83.79641602999999 26.915611045000002),Mustard
POINT (83.87012679499998 27.028190005),Mustrad
POINT (83.8000299425 26.896743836999995),Mustard
POINT (83.86956718500001 27.028844244999995),Mustard
POINT (83.93078281199999 26.306781002999998),Mustard
POINT (83.72416223950003 26.71709334099999),mustered
POINT (83.86962269 27.028862299999997),Mustard
POINT (83.72958693799998 26.711748971),mustered
POINT (83.83050392400001 26.90015293),Mustard
POINT (83.73998871050001 26.710002914000007),mustered
POINT (83.92380957700001 26.320822833999994),Mustard
POINT (83.83050412399999 26.900152974999997),Mustard
POINT (83.91724143299997 26.318574031999997),Mustard
POINT (83.746041843 26.414942071999995),mustered
POINT (83.87015829999999 27.0262667),Mistrad
POINT (83.870158225 27.026266645000003),Mutrad
POINT (83.86896306 27.025284155),Musterad
POINT (83.75643214549999 26.727016087500004),mustered
POINT (83.89945180499998 26.315973929999995),Mustard
POINT (83.87060118250001 26.9017981545),Mustard
POINT (83.76295994200002 26.722009862),mustered
POINT (83.90525496699999 26.304775050499995),Mustard
POINT (83.86930639999999 27.026691949999993),Mustrad
POINT (83.89094596599996 26.898779126),Mustard
POINT (83.869332555 27.02668657),Mustard
POINT (83.86931101500001 27.0266897),Mustrad
POINT (83.87017177499999 27.026494169999996),Mustrad
POINT (83.87017311000002 27.026271815),Mustad
POINT (83.87162107500004 27.024651005),Mustard
POINT (83.873382285 27.024215655000006),Mustrad
POINT (83.87385388000001 27.01369214),Mustrad
POINT (78.2458088385 27.025341496499994),Mustard
POINT (78.245675409 27.025423486),Mustard
POINT (78.2510844575 27.0199491385),Mustard
POINT (78.258498817 27.026257510500006),Mustard
POINT (78.26164341149999 27.0307874615),Mustard
POINT (78.26218455650002 27.0439509735),Mustard
POINT (78.27690276399998 27.053503576999997),Mustard
POINT (78.21098125 27.09045625),Mustered
POINT (78.28252724999999 27.056727987),Mustard
POINT (78.2825375075 27.056696046999996),Mustard
POINT (78.20681383333336 27.09250424999999),Mustered
POINT (78.283970416 27.064328290000002),Mustard
POINT (78.29130107249999 27.071190703999996),Mustard
POINT (78.29767630800002 27.0809834195),Mustard
POINT (78.30036224599999 27.0980276445),Mustard
POINT (78.3046967675 27.117136551500003),Mustard
POINT (78.3046914535 27.117139056000003),Mustard
POINT (78.303745615 27.110491558499994),Mustard
POINT (78.3036059435 27.108591683999997),Mustard
POINT (78.277184701 26.996881791499998),Mustard
POINT (78.27722263649999 26.996899796499996),Mustard
POINT (78.28543874900001 26.984051288),Mustard
POINT (78.2854381875 26.9840544985),Mustard
POINT (78.28010719799998 26.981696814500005),Mustard
POINT (78.28011288249999 26.98169547),Mustard
POINT (78.39888443650001 26.9745184745),Mustard
POINT (78.4461412005 26.974659358000004),Mustard
POINT (78.447816907 26.958332622999997),Mustard
POINT (78.44779652899999 26.958313712),Mustard
POINT (78.4540092745 26.938338798000007),Mustard
POINT (78.42942583333335 26.919117333333343),Mustered
POINT (84.152799974 26.752299990999994),Mustard
POINT (84.146700105 26.771899750999996),Mustard
POINT (84.05839997599999 26.757000055000002),Mustard
POINT (84.15009975400002 26.773499837999992),Mustard
POINT (84.05999989499999 26.75100009700001),Mustard
POINT (84.0499999835 26.773899729),Mustard
POINT (84.106799839 26.813700134999998),Mustard
POINT (84.1504001835 26.77390001199999),Mustard
POINT (84.10559990300001 26.812099898000003),Mustard
POINT (84.15039983149998 26.773900049),Mustard
POINT (84.10839993350001 26.811600023500013),Mustard
POINT (84.15279999699999 26.7523998635),Mustard
POINT (84.11689975250002 26.811599914499993),Mustard
POINT (84.15280021100001 26.75239965),Mustard
POINT (84.17910016799998 26.740799926499996),Mustard
POINT (84.183399847 26.739700162),Mustard
POINT (84.09530027800002 26.786400072000003),Mustard
POINT (84.11610020599998 26.850499996999996),Mustard
POINT (84.09630042650001 26.784199939499995),Mustard
POINT (84.11270006150002 26.845599775),Mustard
POINT (84.087000197 26.777399914999997),Mustard
POINT (84.09519997450002 26.847699758499992),Mustard
POINT (84.114599821 26.83940014),Mustard
POINT (83.86179994199999 27.0340000225),Mustard
POINT (83.8269997925 27.072999951999993),Mustard
POINT (83.86369957399995 27.034800048999994),Mustard
POINT (83.33869991399999 27.074599879000004),Mustard
POINT (83.33870026800003 27.074600128000007),Mustard
POINT (83.848100102 27.037300347000002),Mustard
POINT (83.85539981000001 27.045499787),Mustard
POINT (83.83080015450003 27.067700377000005),Mustard
POINT (83.895599937 27.04449993999999),Mustard
POINT (83.78030011699998 27.023800245999997),Mustard
POINT (83.89469998799997 27.0365997315),Mustard
POINT (83.79289986549999 27.001099804000006),Mustard
POINT (83.89519991150001 27.0373999765),Mustard
POINT (83.792100353 27.017300044999995),Mustard
POINT (83.889100292 27.042700034),Mustard
POINT (83.78619959449999 27.019299712500004),Mustard
POINT (83.86050010550001 27.005400171499996),Mustard
POINT (83.86889989449996 27.002599972999995),Mustard
POINT (83.87129962599997 26.999800309000005),Mustard
POINT (83.58880014399999 26.995100140999995),Mustard
POINT (84.07919991299997 26.285100008),Mustard
POINT (84.08670001899996 26.289300092500007),Mustard
POINT (83.88239997500001 26.343200018999994),Mustard
POINT (84.07690011150001 26.291100078500005),Mustard
POINT (83.88269980949998 26.341900237000004),Mustard
POINT (84.07690026800002 26.2910996175),Mustard
POINT (83.88249979150001 26.240000093000003),Mustard
POINT (83.01831767 26.7254858),Mustard
POINT (83.88130010200004 26.341499795500006),Mustard
POINT (84.00870009100002 26.254200168999994),Mustard
POINT (84.073300142 26.280099848000003),Mustard
POINT (84.01250030550001 26.252299784),Mustard
POINT (84.060199988 26.286700099),Mustard
POINT (84.012499776 26.252300194999997),Mustard
POINT (84.0915000725 26.337399747999996),Mustard
POINT (84.009400168 26.257999953999995),Mustard
POINT (84.009399681 26.258000084500008),Mustard
POINT (84.091599892 26.327599836),Mustard
POINT (84.08320003449998 26.341300134),Mustard
POINT (84.01359993100002 26.346800002),Mustard
POINT (84.098400151 26.335300040999993),Mustard
POINT (84.01200027450001 26.33839993000001),Mustard
POINT (84.10639983050004 26.350300131000004),Mustard
POINT (84.05809995199999 26.356000140000003),Mustard
POINT (84.02649972099998 26.342100024000008),Mustard
POINT (84.058099887 26.355999829),Mustard
POINT (84.06360002600003 26.3351998625),Mustard
POINT (84.09839973450002 26.33530005999999),Mustard
POINT (84.057999937 26.33769990250001),Mustard
POINT (84.09149993700001 26.334099990000006),Mustard
POINT (84.05549983649999 26.34330036999999),Mustard
POINT (84.09150019400003 26.334099957),Mustard
POINT (84.05229989899999 26.33779980700001),Mustard
POINT (84.093299933 26.32200007099999),Mustard
POINT (84.032100107 26.350900043999996),Mustard
POINT (84.093299987 26.321999848),Mustard
POINT (84.02770014600004 26.336899628000005),Mustard
POINT (84.10499998999997 26.326000228000005),Mustard
POINT (84.04190003549999 26.333700076999996),Mustard
POINT (84.0422001465 26.34670001949999),Mustard
POINT (84.03950004749998 26.240600091000005),Mustard
POINT (84.037499557 26.384100119999992),Mustard
POINT (84.037500105 26.384099593000002),Mustard
POINT (84.03140021549999 26.245700017500003),Mustard
POINT (84.07039994799997 26.379200368),Mustard
POINT (84.066699805 26.354399682),Mustard
POINT (83.94330003100002 26.678999985500003),Mustard
POINT (84.03340009599998 26.362000085999995),Mustard
POINT (83.92209976099998 26.613499766),Mustard
POINT (83.95359982750001 26.6578998695),Mustard
POINT (83.92720029849997 26.62350003850001),Mustard
POINT (83.960200151 26.675500093),Mustard
POINT (83.947099756 26.626399842499996),Mustard
POINT (83.940699973 26.612599910000007),Mustard
POINT (83.73649980900001 26.678599792500002),Mustard
POINT (83.73270013799998 26.685099764),Mustard
POINT (83.934799829 26.676099994999994),Mustard
POINT (83.74859981400002 26.686599951999995),Mustard
POINT (83.93059994749999 26.66599989399999),Mustard
POINT (83.74719984100001 26.680799947000008),Mustard
POINT (83.94220025500002 26.665999983),Mustard
POINT (83.86589979499998 26.466099971999988),Mustard
